,id,candidate,song,artist,sentiment,theme,album_release_date,line,url,lyrics_views,track_release_date,years_match,corrected_release_year,split_lyrics
317,319,Donald Trump,Free Enterprise,Rick Ross,negative,political,2015,Assassinate Trump like I'm Zimmerman,http://genius.com/Rick-ross-free-enterprise-lyrics,52037,2015-12-04,True,2015,"['Assassinate', 'Trump', 'like', ""I'm"", 'Zimmerman']"
318,320,Donald Trump,El Chapo,The Game,negative,personal,2015,Come through and knock Donald Trump out his toupee,http://genius.com/The-game-el-chapo-lyrics,588000,2015-10-16,True,2015,"['Come', 'through', 'and', 'knock', 'Donald', 'Trump', 'out', 'his', 'toupee']"
319,321,Donald Trump,"Blase (Jeezy, Juicy J & Diddy Remix)",Ty Dolla $ign,negative,political,2015,I don�t fuck with Donald Trump he don�t like us,http://genius.com/Ty-dolla-sign-blase-jeezy-juicy-j-and-diddy-remix-lyrics,3984,,,2015,"['I', 'don�t', 'fuck', 'with', 'Donald', 'Trump', 'he', 'don�t', 'like', 'us']"
320,322,Donald Trump,Coke & Wet,Spank Rock,positive,money,2006,"That's Wall Street, Donald Trump, bass grilla stack",http://genius.com/Spank-rock-coke-and-wet-lyrics,463,2006-04-18,True,2006,"[""That's"", 'Wall', 'Street', 'Donald', 'Trump', 'bass', 'grilla', 'stack']"
321,323,Donald Trump,R.I.C.O. (Remix),Waka Flocka Flame,negative,political,2015,"And fuck Donald Trump, man / I'm sending you straight to Mexico to live in, motherfucker",http://genius.com/Waka-flocka-flame-rico-remix-lyrics,7813,,,2015,"['And', 'fuck', 'Donald', 'Trump', 'man', '/', ""I'm"", 'sending', 'you', 'straight', 'to', 'Mexico', 'to', 'live', 'in', 'motherfucker']"
322,324,Donald Trump,Loco,Young Buck,negative,political,2015,And I'm fuck wat Donald Trump talk bout I like change when I met Rosetta,http://genius.com/Young-buck-loco-lyrics,7642,2015-07-24,True,2015,"['And', ""I'm"", 'fuck', 'wat', 'Donald', 'Trump', 'talk', 'bout', 'I', 'like', 'change', 'when', 'I', 'met', 'Rosetta']"
323,325,Donald Trump,Big Tyme,Stretch,positive,money,2001,"I'm beyond that, livin' like Trump",http://genius.com/E-money-bags-big-time-lyrics,1748,,,2001,"[""I'm"", 'beyond', 'that', ""livin'"", 'like', 'Trump']"
324,326,Donald Trump,Pussy,Strings,positive,money,2002,I'm sitting on some make em holla pussy / Bill Gates Donald Trump million dollar pussy,http://genius.com/Strings-pussy-lyrics,1986,,,2002,"[""I'm"", 'sitting', 'on', 'some', 'make', 'em', 'holla', 'pussy', '/', 'Bill', 'Gates', 'Donald', 'Trump', 'million', 'dollar', 'pussy']"
325,327,Donald Trump,Computers (Freestyle),Migos,neutral,hotel,2015,Smoking power at the Trump tower,http://genius.com/Migos-computers-freestyle-lyrics,31630,2015-01-26,True,2015,"['Smoking', 'power', 'at', 'the', 'Trump', 'tower']"
326,328,Donald Trump,Trap Problems,Migos,neutral,The Apprentice,2015,"Feeling like Donald Trump, bitch you is fired",http://genius.com/Migos-trap-problems-lyrics,24677,2015-09-17,True,2015,"['Feeling', 'like', 'Donald', 'Trump', 'bitch', 'you', 'is', 'fired']"
327,329,Donald Trump,Zion,Omen,neutral,,2015,"No Donald Trump, Bill Gates or Bruce Wayne / The only thing I had to my name was a few dreams",http://genius.com/Omen-zion-lyrics,6294,2015-07-21,True,2015,"['No', 'Donald', 'Trump', 'Bill', 'Gates', 'or', 'Bruce', 'Wayne', '/', 'The', 'only', 'thing', 'I', 'had', 'to', 'my', 'name', 'was', 'a', 'few', 'dreams']"
328,330,Donald Trump,MONEY LIKE MY OG,Swagg Porter & Star,positive,hotel,2012,"Now its 1st class Flights, Penthouse at the Trump for the Night",http://genius.com/Swagg-porter-and-star-money-like-my-og-lyrics,259,,,2012,"['Now', 'its', '1st', 'class', 'Flights', 'Penthouse', 'at', 'the', 'Trump', 'for', 'the', 'Night']"
329,331,Donald Trump,I Think I'm Swipa,Swipa,positive,money,2013,Getting these dollars call me Swipa Trump,http://genius.com/Swipa-i-think-im-swipa-lyrics,612,,,2013,"['Getting', 'these', 'dollars', 'call', 'me', 'Swipa', 'Trump']"
330,332,Donald Trump,I Need Dollas,T.I.,positive,money,2012,Used to want dough like JC but now I'm thinking Donald Trump,http://genius.com/Ti-i-need-dollas-lyrics,6113,,,2012,"['Used', 'to', 'want', 'dough', 'like', 'JC', 'but', 'now', ""I'm"", 'thinking', 'Donald', 'Trump']"
331,333,Donald Trump,Buku,Robb Bank$,positive,hotel,2015,I'm with my Mexican bitch at the Trump,http://genius.com/Robb-bank-buku-lyrics,9374,2015-10-02,True,2015,"[""I'm"", 'with', 'my', 'Mexican', 'bitch', 'at', 'the', 'Trump']"
332,334,Donald Trump,Gratitude,Talib Kweli,positive,hotel,2015,Joey made this beat in the Trump Tower,http://genius.com/Talib-kweli-gratitude-lyrics,2850,,,2015,"['Joey', 'made', 'this', 'beat', 'in', 'the', 'Trump', 'Tower']"
333,335,Donald Trump,Fired,Tech N9ne,neutral,The Apprentice,2015,Donald Trump! (Fire that bitch!),http://genius.com/Tech-n9ne-fired-lyrics,8031,2015-11-20,True,2015,"['Donald', 'Trump!', '(Fire', 'that', 'bitch!)']"
334,336,Donald Trump,Wet Dollars,Tink,positive,hotel,2015,Downtown livin' at the Trump,http://genius.com/Tink-wet-dollars-lyrics,19202,2015-06-01,True,2015,"['Downtown', ""livin'"", 'at', 'the', 'Trump']"
335,337,Donald Trump,Purpose,Young Thug,neutral,,2015,"No Donald, I'd Trump that bitch",http://genius.com/Young-thug-purpose-lyrics,4943,2015-03-11,True,2015,"['No', 'Donald', ""I'd"", 'Trump', 'that', 'bitch']"
336,338,Donald Trump,Datpiff (freeverse series Ep. 4),Chris Webby,neutral,,2016,You'll never see it like Donald Trump on a prayer mat,http://genius.com/Chris-webby-datpiff-freeverse-series-ep-4-lyrics,5687,2016-06-01,True,2016,"[""You'll"", 'never', 'see', 'it', 'like', 'Donald', 'Trump', 'on', 'a', 'prayer', 'mat']"
337,339,Donald Trump,Driving Gloves,The Alchemist,positive,money,2015,"Pockets Trump like I just struck the lottery, lotto",http://genius.com/Gangrene-driving-gloves-lyrics,906,2015-07-17,True,2015,"['Pockets', 'Trump', 'like', 'I', 'just', 'struck', 'the', 'lottery', 'lotto']"
338,340,Donald Trump,Gucci Comin Home,BIA,neutral,,2016,Man if Gucci comin' home then we don't need no Donald Trump,http://genius.com/Bia-gucci-comin-home-lyrics,6802,2016-03-07,True,2016,"['Man', 'if', 'Gucci', ""comin'"", 'home', 'then', 'we', ""don't"", 'need', 'no', 'Donald', 'Trump']"
339,341,Donald Trump,Pimps (Free Stylin at the Fortune 500 Club),The Coup,positive,money,1994,Trump Trump check out the cash in my trunk / I am Donald Trump me think you mighta heard about me,http://genius.com/The-coup-pimps-free-stylin-at-the-fortune-500-club-lyrics,6270,1994-10-13,True,1994,"['Trump', 'Trump', 'check', 'out', 'the', 'cash', 'in', 'my', 'trunk', '/', 'I', 'am', 'Donald', 'Trump', 'me', 'think', 'you', 'mighta', 'heard', 'about', 'me']"
340,342,Donald Trump,World War 6,Boosie Badazz,neutral,political,2016,"If Trump wins, he�s saying he�s building the wall to stop the dope",http://genius.com/Boosie-badazz-world-war-6-lyrics,2066,2016-02-14,True,2016,"['If', 'Trump', 'wins', 'he�s', 'saying', 'he�s', 'building', 'the', 'wall', 'to', 'stop', 'the', 'dope']"
341,343,Donald Trump,Pop Style (Remix),Devvon Terrell,neutral,personal,2016,You want official like Donald Trump hair,http://genius.com/Devvon-terrell-pop-style-remix-lyrics,8202,2016-04-25,True,2016,"['You', 'want', 'official', 'like', 'Donald', 'Trump', 'hair']"
342,344,Donald Trump,Slenderman,Germ,neutral,,2016,"That gives no fuck, like Trump and such",http://genius.com/Uicideboy-x-germ-slenderman-lyrics,36114,2016-04-06,True,2016,"['That', 'gives', 'no', 'fuck', 'like', 'Trump', 'and', 'such']"
343,345,Donald Trump,Misconceptions 3,Jgivens,neutral,political,2016,They shocked to see us like Donald Trump up in a taqueria,http://genius.com/Lecrae-misconceptions-3-lyrics,33533,2016-01-15,True,2016,"['They', 'shocked', 'to', 'see', 'us', 'like', 'Donald', 'Trump', 'up', 'in', 'a', 'taqueria']"
344,346,Donald Trump,Lost a Fan,KXNG Crooked,neutral,money,2016,"She homeless and they don't give a fuck / Gentrification, they laughin' getting rich as Trump",http://genius.com/Statik-kxng-lost-a-fan-lyrics,1431,2016-02-12,True,2016,"['She', 'homeless', 'and', 'they', ""don't"", 'give', 'a', 'fuck', '/', 'Gentrification', 'they', ""laughin'"", 'getting', 'rich', 'as', 'Trump']"
345,347,Donald Trump,FLEM,A$AP Ferg,negative,political,2016,"Trump win, I'm flying off the soil",http://genius.com/A-ap-ferg-flem-lyrics,8462,2016-04-20,True,2016,"['Trump', 'win', ""I'm"", 'flying', 'off', 'the', 'soil']"
346,348,Donald Trump,Living the Life,The Notorious B.I.G.,positive,money,2005,"Twenty seven cars and a twelve bedroom house, Now they call me Snoopy Trump",http://genius.com/The-notorious-big-living-the-life-lyrics,9615,2005-12-20,True,2005,"['Twenty', 'seven', 'cars', 'and', 'a', 'twelve', 'bedroom', 'house', 'Now', 'they', 'call', 'me', 'Snoopy', 'Trump']"
347,349,Donald Trump,Thought U Lost It,Caskey,negative,political,2016,Our country-fucked if I'm assessin' the candidates / If Donald Trump wins maybe a man of space,http://genius.com/Caskey-thought-u-lost-it-lyrics,2188,2016-02-09,True,2016,"['Our', 'country-fucked', 'if', ""I'm"", ""assessin'"", 'the', 'candidates', '/', 'If', 'Donald', 'Trump', 'wins', 'maybe', 'a', 'man', 'of', 'space']"
348,350,Donald Trump,I Need,Croosh,negative,political,2016,I want to buy Donald Trump and sell him to El Chapo,http://genius.com/Croosh-i-need-lyrics,22731,2016-03-19,True,2016,"['I', 'want', 'to', 'buy', 'Donald', 'Trump', 'and', 'sell', 'him', 'to', 'El', 'Chapo']"
349,351,Donald Trump,Bad Boy on Death Row,Dave East,negative,,2016,"Donald Trump ain't safe on my block, gotcha your wifey at IHOP",http://genius.com/Dave-east-bad-boy-on-death-row-lyrics,14831,2016-05-23,True,2016,"['Donald', 'Trump', ""ain't"", 'safe', 'on', 'my', 'block', 'gotcha', 'your', 'wifey', 'at', 'IHOP']"
350,352,Donald Trump,CIT4DT,Dooley,negative,political,2016,We got a chopper in the trunk for Donald Trump,http://genius.com/Dooley-cit4dt-lyrics,2196,2015-03-27,False,2015,"['We', 'got', 'a', 'chopper', 'in', 'the', 'trunk', 'for', 'Donald', 'Trump']"
351,353,Donald Trump,Hard (Freestyle),"Royce Da 5'9""",positive,hotel,2016,I'm flyer than Mos Def in a Trump tower surrounded by four chefs,http://genius.com/Royce-da-59-hard-freestyle-lyrics,11912,2016-04-15,True,2016,"[""I'm"", 'flyer', 'than', 'Mos', 'Def', 'in', 'a', 'Trump', 'tower', 'surrounded', 'by', 'four', 'chefs']"
352,354,Donald Trump,High Seas (C+),Tom Hobbes,positive,money,2013,And I'm all about that real estate so Donald Trump I feel you,http://genius.com/Tom-hobbes-high-seas-c-lyrics,94,,,2013,"['And', ""I'm"", 'all', 'about', 'that', 'real', 'estate', 'so', 'Donald', 'Trump', 'I', 'feel', 'you']"
353,355,Donald Trump,Priceless,Tory Lanez,positive,money,2014,I'm countin' money like I'm Donald Trump,http://genius.com/Tory-lanez-priceless-lyrics,33747,2014-10-01,True,2014,"[""I'm"", ""countin'"", 'money', 'like', ""I'm"", 'Donald', 'Trump']"
354,356,Donald Trump,Billionaire,Twista,positive,money,2009,Donald Trump makin big money go-getter,http://genius.com/Twista-billionaire-lyrics,317,,,2009,"['Donald', 'Trump', 'makin', 'big', 'money', 'go-getter']"
355,357,Donald Trump,Which Is Cool,Royce da 5�۪9�۝,positive,hotel,2016,"Like Tommy Lee and Pam Anderson, I'm in the Trump Tower",http://genius.com/Royce-da-59-which-is-cool-lyrics,7572,2016-03-21,True,2016,"['Like', 'Tommy', 'Lee', 'and', 'Pam', 'Anderson', ""I'm"", 'in', 'the', 'Trump', 'Tower']"
356,358,Donald Trump,My Speech (Queen's Speech Remix),Sik World,neutral,political,2016,Tryna battle me's dumb / Like a Mexican voting for Donald Trump,http://genius.com/Sik-world-my-speech-queens-speech-remix-lyrics,12083,2016-01-06,True,2016,"['Tryna', 'battle', ""me's"", 'dumb', '/', 'Like', 'a', 'Mexican', 'voting', 'for', 'Donald', 'Trump']"
357,359,Donald Trump,Pocket Full of Stones,UGK,positive,,1992,Fuck Black Caesar n----s call me Black Trump,http://genius.com/Ugk-pocket-full-of-stones-lyrics,20716,1992-11-10,True,1992,"['Fuck', 'Black', 'Caesar', 'n----s', 'call', 'me', 'Black', 'Trump']"
358,360,Donald Trump,Nobody Speak,El-P,negative,personal,2016,Flame your crew quicker than Trump fucks his youngest,http://genius.com/Dj-shadow-nobody-speak-lyrics,197400,2016-04-14,True,2016,"['Flame', 'your', 'crew', 'quicker', 'than', 'Trump', 'fucks', 'his', 'youngest']"
359,361,Donald Trump,Look Me in My Eyes,Vado,positive,hotel,2014,"Having a bunch in the Plaza, top floor on the Trump",http://genius.com/Vado-look-me-in-my-eyes-lyrics,9483,2013-12-30,False,2013,"['Having', 'a', 'bunch', 'in', 'the', 'Plaza', 'top', 'floor', 'on', 'the', 'Trump']"
360,362,Donald Trump,Everything's a Go (Remix),Waka Flocka Flame,positive,money,2012,"Donald Trump bank account, you can call it that",http://genius.com/Waka-flocka-flame-everythings-a-go-remix-lyrics,319,,,2012,"['Donald', 'Trump', 'bank', 'account', 'you', 'can', 'call', 'it', 'that']"
361,363,Donald Trump,Wicked Freestyle,Jadakiss,negative,,2016,Got the cuban sitting on the fuck Trump crewneck,http://genius.com/Fabolous-wicked-freestyle-lyrics,24364,2016-04-01,True,2016,"['Got', 'the', 'cuban', 'sitting', 'on', 'the', 'fuck', 'Trump', 'crewneck']"
362,364,Donald Trump,Castle,Kevin Gates,negative,,2016,I just told Donald Trump think about if you came from rubble,http://genius.com/Kevin-gates-castle-lyrics,23555,2016-01-29,True,2016,"['I', 'just', 'told', 'Donald', 'Trump', 'think', 'about', 'if', 'you', 'came', 'from', 'rubble']"
363,365,Donald Trump,Cross 'Em Out and Put a 'K,Westside Connection,positive,money,1996,I smoke and make dough like Trump,http://genius.com/Westside-connection-cross-em-out-and-put-a-k-lyrics,9931,1996-10-22,True,1996,"['I', 'smoke', 'and', 'make', 'dough', 'like', 'Trump']"
364,366,Donald Trump,Muzzle Toe,Wu-Syndicate,positive,money,1999,"It's reg or not, pockets love Trump Donald",http://genius.com/Wu-syndicate-muzzle-toe-lyrics,267,,,1999,"[""It's"", 'reg', 'or', 'not', 'pockets', 'love', 'Trump', 'Donald']"
365,367,Donald Trump,Red Drops,Limbz,negative,money,2016,My main problem with Trump is how he uses money as distortion / Shows that one man's cash can be everyone's misfortune,http://genius.com/Limbz-red-drops-lyrics,115,2016-02-07,True,2016,"['My', 'main', 'problem', 'with', 'Trump', 'is', 'how', 'he', 'uses', 'money', 'as', 'distortion', '/', 'Shows', 'that', 'one', ""man's"", 'cash', 'can', 'be', ""everyone's"", 'misfortune']"
366,368,Donald Trump,No Smoke,Montana of 300,negative,,2016,It's fuck all you n----s like Trump,http://genius.com/Montana-of-300-no-smoke-lyrics,15363,2016-05-20,True,2016,"[""It's"", 'fuck', 'all', 'you', 'n----s', 'like', 'Trump']"
367,369,Donald Trump,Out Here,The Weeknd,positive,hotel,2016,I'm out here in the Trump Tower,http://genius.com/The-weeknd-out-here-lyrics,46795,,,2016,"[""I'm"", 'out', 'here', 'in', 'the', 'Trump', 'Tower']"
368,370,Donald Trump,Come Again,Rockie Fresh,negative,political,2016,We fucking up if we let Trump in the office,http://genius.com/Rockie-fresh-come-again-lyrics,1594,2016-01-21,True,2016,"['We', 'fucking', 'up', 'if', 'we', 'let', 'Trump', 'in', 'the', 'office']"
369,371,Donald Trump,Dope,T.I.,negative,,2016,"Where I stay all they say is ���Fuck Trump�۝, all day",http://genius.com/Ti-dope-lyrics,47452,2016-05-16,True,2016,"['Where', 'I', 'stay', 'all', 'they', 'say', 'is', '���Fuck', 'Trump�\u06dd', 'all', 'day']"
370,372,Donald Trump,Come Down (Remix),T.I.,negative,political,2016,"I fantasize shooting Trump down, A shot for every black man who got gunned down",http://genius.com/Anderson-paak-come-down-remix-lyrics,16187,2016-05-26,True,2016,"['I', 'fantasize', 'shooting', 'Trump', 'down', 'A', 'shot', 'for', 'every', 'black', 'man', 'who', 'got', 'gunned', 'down']"
371,373,Donald Trump,Miss U,Young Thug,positive,money,2013,Feel like Donald Trump,http://genius.com/Young-thug-miss-u-lyrics,7401,2013-02-23,True,2013,"['Feel', 'like', 'Donald', 'Trump']"
372,374,Donald Trump,On the Way,Young Thug,positive,money,2014,Bitches got bumps and I'm rich just like Donald Trump,http://genius.com/Mpa-duke-on-the-way-lyrics,1320,2014-09-02,True,2014,"['Bitches', 'got', 'bumps', 'and', ""I'm"", 'rich', 'just', 'like', 'Donald', 'Trump']"
373,375,Donald Trump,Digest It,Tiara,negative,political,2016,"The world gon' end real soon, especially if Trump gets elected",http://genius.com/Royce-da-59-digest-it-lyrics,2526,2016-03-29,True,2016,"['The', 'world', ""gon'"", 'end', 'real', 'soon', 'especially', 'if', 'Trump', 'gets', 'elected']"
374,376,Donald Trump,Constantly Hating,Young Thug,positive,money,2015,I've seen more holes than a golf course on Donald Trumps course,http://genius.com/Young-thug-constantly-hating-lyrics,282882,2015-04-17,True,2015,"[""I've"", 'seen', 'more', 'holes', 'than', 'a', 'golf', 'course', 'on', 'Donald', 'Trumps', 'course']"
375,377,Donald Trump,FDT (Fuck Donald Trump),YG & Nipsey Hussle,negative,political,2016,Fuck Donald Trump,http://genius.com/Yg-and-nipsey-hu-le-fdt-fuck-donald-trump-lyrics,230740,2016-03-30,True,2016,"['Fuck', 'Donald', 'Trump']"
376,378,Donald Trump,It's Goin' Down,Yung Joc,positive,money,2006,Boys from the hood call me black Donald Trump,http://genius.com/Yung-joc-its-goin-down-lyrics,75673,2006-04-01,True,2006,"['Boys', 'from', 'the', 'hood', 'call', 'me', 'black', 'Donald', 'Trump']"
