id,candidate,song,artist,sentiment,theme,album_release_date,line,url,lyrics_views,track_release_date,years_match,corrected_release_year,split_lyrics
176,Donald Trump,Kick it Like That,Styles P,positive,hotel,2006,"I'm at the double-oh suites of Trump, for at least a month",http://genius.com/Styles-p-kick-it-like-that-lyrics,515,,,2006,"[""I'm"", 'at', 'the', 'double-oh', 'suites', 'of', 'Trump', 'for', 'at', 'least', 'a', 'month']"
177,Donald Trump,Playas Only,The Game,neutral,hotel,2006,Bet she ain't never seen the penthouse at The Trump,http://genius.com/The-game-playas-only-lyrics,601,6/19/05,FALSE,2005,"['Bet', 'she', ""ain't"", 'never', 'seen', 'the', 'penthouse', 'at', 'The', 'Trump']"
178,Donald Trump,The Morning News,Chamillionaire,neutral,,2007,Rosie O'Donnell and Donald Trump stay arguin' about nonsense,http://genius.com/Chamillionaire-the-morning-news-lyrics,2649,9/18/07,TRUE,2007,"['Rosie', ""O'Donnell"", 'and', 'Donald', 'Trump', 'stay', ""arguin'"", 'about', 'nonsense']"
179,Donald Trump,Blow Ya Mind Remix,Jadakiss,positive,hotel,2007,"Pump haze, blow sour, top floor of the Trump Towers",http://genius.com/Styles-p-blow-ya-mind-remix-lyrics,822,,,2007,"['Pump', 'haze', 'blow', 'sour', 'top', 'floor', 'of', 'the', 'Trump', 'Towers']"
180,Donald Trump,Invisible Man,Joe Budden,positive,hotel,2007,"One's national, Trump International, rational",http://genius.com/Joe-budden-invisible-man-lyrics,3320,12/15/07,TRUE,2007,"[""One's"", 'national', 'Trump', 'International', 'rational']"
181,Donald Trump,My Drink n My 2 Step (Remix),Kanye West,neutral,The Apprentice,2007,"We fired motherfuckers, Donald Trump n----",http://genius.com/Cassidy-my-drink-n-my-2-step-remix-lyrics,3984,,,2007,"['We', 'fired', 'motherfuckers', 'Donald', 'Trump', 'n----']"
182,Donald Trump,Midgets and Giants,Sage Francis,neutral,The Apprentice,2007,"Fuck an apprentice, I've got more firepower than Donald Trump",http://genius.com/Sage-francis-midgets-and-giants-lyrics,456,5/8/07,TRUE,2007,"['Fuck', 'an', 'apprentice', ""I've"", 'got', 'more', 'firepower', 'than', 'Donald', 'Trump']"
183,Donald Trump,We Made Our Own,Future,positive,money,2013,"I'm John Gotti paid, now I'm going Donald Trump",http://genius.com/Future-we-made-our-own-lyrics,2176,4/20/13,TRUE,2013,"[""I'm"", 'John', 'Gotti', 'paid', 'now', ""I'm"", 'going', 'Donald', 'Trump']"
184,Donald Trump,Suicide,Fabolous,positive,hotel,2008,"It's Loso, a.k.a the 1 Trump Plaza suite creeper",http://genius.com/Fabolous-suicide-lyrics,11348,,,2008,"[""It's"", 'Loso', 'a.k.a', 'the', '1', 'Trump', 'Plaza', 'suite', 'creeper']"
185,Donald Trump,Mo Cars Mo Hoes,Freck Billionaire,positive,hotel,2008,"Trump Tower, you ain't got the same room as me",http://genius.com/Fabolous-mo-cars-mo-hoes-lyrics,1434,,,2008,"['Trump', 'Tower', 'you', ""ain't"", 'got', 'the', 'same', 'room', 'as', 'me']"
186,Donald Trump,Love Don't Cost a Thing (Neptunes Remix),Ghostface Killah,positive,money,2012,"Big lobster dishes wit Trump, this how come I feel for you",http://genius.com/Jennifer-lopez-love-dont-cost-a-thing-neptunes-remix-lyrics,345,,,2012,"['Big', 'lobster', 'dishes', 'wit', 'Trump', 'this', 'how', 'come', 'I', 'feel', 'for', 'you']"
187,Donald Trump,Truth,God,positive,money,2014,"Tryna add a couple more zeroes, Donald Trump is my hero",http://genius.com/God-truth-lyrics,406,,,2014,"['Tryna', 'add', 'a', 'couple', 'more', 'zeroes', 'Donald', 'Trump', 'is', 'my', 'hero']"
188,Donald Trump,Song for the Ville,J.Cole,neutral,money,2010,"Bill Gates, Donald Trump, motherfucker let me in",http://genius.com/J-cole-song-for-the-ville-lyrics,19131,4/9/11,FALSE,2011,"['Bill', 'Gates', 'Donald', 'Trump', 'motherfucker', 'let', 'me', 'in']"
189,Donald Trump,Don't Trip,Petey Pablo,neutral,,2009,I done been with Donald Trump and you help bitches,http://genius.com/Petey-pablo-dont-trip-lyrics,131,,,2009,"['I', 'done', 'been', 'with', 'Donald', 'Trump', 'and', 'you', 'help', 'bitches']"
190,Donald Trump,Loose,Spank Rock,positive,hotel,2008,"Ain't that what you want, a Hilton ain't a Trump",http://genius.com/Spank-rock-loose-lyrics,1424,,,2008,"[""Ain't"", 'that', 'what', 'you', 'want', 'a', 'Hilton', ""ain't"", 'a', 'Trump']"
191,Donald Trump,How We Rock,Termanology,neutral,money,2008,I copped enough coke and guns to open Trump,http://genius.com/Termanology-how-we-rock-lyrics,660,9/30/08,TRUE,2008,"['I', 'copped', 'enough', 'coke', 'and', 'guns', 'to', 'open', 'Trump']"
192,Donald Trump,Pimp Slap,Tyler the Creator,neutral,personal,2008,With my Donald Trump hair piece you're an apprentice,http://genius.com/Left-brain-pimp-slap-lyrics,17800,11/15/08,TRUE,2008,"['With', 'my', 'Donald', 'Trump', 'hair', 'piece', ""you're"", 'an', 'apprentice']"
193,Donald Trump,I Gotta Say What Up!!!,Ice Cube,positive,money,1990,Cause he makin' more than Donald Trump,http://genius.com/Ice-cube-i-gotta-say-what-up-lyrics,1793,12/18/90,TRUE,1990,"['Cause', 'he', ""makin'"", 'more', 'than', 'Donald', 'Trump']"
194,Donald Trump,Three Strikes You In,Ice Cube,positive,money,1998,I'm just tryin' to get rich like Trump,http://genius.com/Ice-cube-three-strikes-you-in-lyrics,2484,11/17/98,TRUE,1998,"[""I'm"", 'just', ""tryin'"", 'to', 'get', 'rich', 'like', 'Trump']"
195,Donald Trump,Folklore,Dumbtron,negative,political,2009,Alarming heat at the heels of a punk politician / Trump tall tales with a bump full of bomb fission,http://genius.com/Mr-lif-folklore-lyrics,397,,,2009,"['Alarming', 'heat', 'at', 'the', 'heels', 'of', 'a', 'punk', 'politician', '/', 'Trump', 'tall', 'tales', 'with', 'a', 'bump', 'full', 'of', 'bomb', 'fission']"
196,Donald Trump,Put Ya in Da Game,Fat Joe,positive,hotel,2009,"I took her out of the 'jects, the top floor of the Trump",http://genius.com/Fat-joe-put-ya-in-da-game-lyrics,399,,,2009,"['I', 'took', 'her', 'out', 'of', 'the', ""'jects"", 'the', 'top', 'floor', 'of', 'the', 'Trump']"
197,Donald Trump,Daze,Ja-Bar,positive,money,2010,"The Donald Trump money, a pow way is stuntin' and problems keep on comin'",http://genius.com/Ja-bar-daze-lyrics,3926,,,2010,"['The', 'Donald', 'Trump', 'money', 'a', 'pow', 'way', 'is', ""stuntin'"", 'and', 'problems', 'keep', 'on', ""comin'""]"
198,Donald Trump,I'm Ballin,Rick Ross,neutral,money,2009,Proceeds 'till we perceive the stunt like Donald Trump,http://genius.com/J-money-im-ballin-lyrics,2107,,,2009,"['Proceeds', ""'till"", 'we', 'perceive', 'the', 'stunt', 'like', 'Donald', 'Trump']"
199,Donald Trump,So Appalled,Kanye West,neutral,money,2010,"Balding, Donald Trump taking dollars from y'all",http://genius.com/Kanye-west-so-appalled-lyrics,966661,9/24/10,TRUE,2010,"['Balding', 'Donald', 'Trump', 'taking', 'dollars', 'from', ""y'all""]"
200,Donald Trump,Independent,KXNG Crooked,positive,hotel,2010,"We fuck a couple hoes, am I sweet at the Trump?",http://genius.com/Crooked-i-independent-lyrics,523,,,2010,"['We', 'fuck', 'a', 'couple', 'hoes', 'am', 'I', 'sweet', 'at', 'the', 'Trump?']"
201,Donald Trump,Blue Flame Remix,Lil B,neutral,The Apprentice,2010,"Call me Donald Trump how I fire losers / How Donald Trump fire workers, I fire rugers",http://genius.com/Lil-b-blue-flame-remix-lyrics,1341,9/13/10,TRUE,2010,"['Call', 'me', 'Donald', 'Trump', 'how', 'I', 'fire', 'losers', '/', 'How', 'Donald', 'Trump', 'fire', 'workers', 'I', 'fire', 'rugers']"
202,Donald Trump,Success,Jay Z,positive,hotel,2007,I got watches I ain't seen in months / Apartment at the Trump; I only slept in once,http://genius.com/Jay-z-success-lyrics,151561,11/6/07,TRUE,2007,"['I', 'got', 'watches', 'I', ""ain't"", 'seen', 'in', 'months', '/', 'Apartment', 'at', 'the', 'Trump;', 'I', 'only', 'slept', 'in', 'once']"
203,Donald Trump,Zoom Zooms and Wam Wam,Jay-O-Felony,positive,personal,1995,"I wanna be like Donald Trump, not Willie Lump-Lump",http://genius.com/Jay-o-felony-zoom-zooms-and-wam-wam-lyrics,552,8/15/95,TRUE,1995,"['I', 'wanna', 'be', 'like', 'Donald', 'Trump', 'not', 'Willie', 'Lump-Lump']"
204,Donald Trump,Street 2 Street,Jay-O-Felony,positive,money,1997,Smokin the hump with dreams of livin lavish like Donald Trump,http://genius.com/Jay-o-felony-street-2-street-lyrics,169,,,1997,"['Smokin', 'the', 'hump', 'with', 'dreams', 'of', 'livin', 'lavish', 'like', 'Donald', 'Trump']"
205,Donald Trump,Still Get It in Ohio,Machine Gun Kelly,neutral,,2010,And they call me Donald Trump Mr. O-H-I-O took your misses / And now you just Mr. I-hate-my-ho (lame),http://genius.com/Machine-gun-kelly-still-get-it-in-ohio-lyrics,1338,2/11/10,TRUE,2010,"['And', 'they', 'call', 'me', 'Donald', 'Trump', 'Mr.', 'O-H-I-O', 'took', 'your', 'misses', '/', 'And', 'now', 'you', 'just', 'Mr.', 'I-hate-my-ho', '(lame)']"
206,Donald Trump,Thug Motivation 101,Jeezy,positive,,2005,I'm Donald Trump in a white tee and white 1's (chea),http://genius.com/Jeezy-thug-motivation-101-lyrics,28323,7/26/05,TRUE,2005,"[""I'm"", 'Donald', 'Trump', 'in', 'a', 'white', 'tee', 'and', 'white', ""1's"", '(chea)']"
207,Donald Trump,Trump,Jeezy,positive,money,2011,Richest n---- in my hood; call me Donald Trump,http://genius.com/Jeezy-trump-lyrics,9386,2/7/12,FALSE,2012,"['Richest', 'n----', 'in', 'my', 'hood;', 'call', 'me', 'Donald', 'Trump']"
208,Donald Trump,Vagina,"Royce Da 5'9""",positive,hotel,2010,I'm in the Trump Tower shower washin' ink off me,http://genius.com/Royce-da-59-vagina-lyrics,9978,5/30/10,TRUE,2010,"[""I'm"", 'in', 'the', 'Trump', 'Tower', 'shower', ""washin'"", 'ink', 'off', 'me']"
209,Donald Trump,If You Love Me,Sheek Louch,positive,hotel,2010,"Burgundy gauze, Trump building one of these floors",http://genius.com/Dj-absolut-if-you-love-me-lyrics,900,,,2010,"['Burgundy', 'gauze', 'Trump', 'building', 'one', 'of', 'these', 'floors']"
210,Donald Trump,Salute,The Diplomats,neutral,hotel,2010,"She was wearin pumps, headed to the Trump",http://genius.com/The-diplomats-salute-lyrics,15147,6/25/10,TRUE,2010,"['She', 'was', 'wearin', 'pumps', 'headed', 'to', 'the', 'Trump']"
211,Donald Trump,I Don't Play With Guns,Alley Boy,neutral,,2011,"Add up our word: all the nonbelievers in white chalk / Trump n----, talk shit",http://genius.com/Juicy-j-i-dont-play-with-guns-lyrics,9325,1/1/11,TRUE,2011,"['Add', 'up', 'our', 'word:', 'all', 'the', 'nonbelievers', 'in', 'white', 'chalk', '/', 'Trump', 'n----', 'talk', 'shit']"
212,Donald Trump,Shootin,Juicy J,neutral,The Apprentice,2013,And fire them shots just like I'm Donald Trump,http://genius.com/Juicy-j-shootin-lyrics,22043,,,2013,"['And', 'fire', 'them', 'shots', 'just', 'like', ""I'm"", 'Donald', 'Trump']"
213,Donald Trump,Tell Me What You're Lookin' For,Kane & Abel,positive,money,1998,"Kane and Abel in this bitch, gettin' rich as Trump",http://genius.com/Kane-tell-me-what-youre-lookin-for-lyrics,268,,,1998,"['Kane', 'and', 'Abel', 'in', 'this', 'bitch', ""gettin'"", 'rich', 'as', 'Trump']"
214,Donald Trump,Tim Westwood Freestyle,Kanye West,positive,money,2004,"Uh, more like Donald Trump, with the way I get it crunk",http://genius.com/Kanye-west-tim-westwood-freestyle-lyrics,11254,,,2004,"['Uh', 'more', 'like', 'Donald', 'Trump', 'with', 'the', 'way', 'I', 'get', 'it', 'crunk']"
215,Donald Trump,Webster's Laboratory,Chris Webby,neutral,The Apprentice,2011,So authentic Donald Trump is my apprentice,http://genius.com/Chris-webby-websters-laboratory-lyrics,10544,,,2011,"['So', 'authentic', 'Donald', 'Trump', 'is', 'my', 'apprentice']"
216,Donald Trump,P.A.,Mac Miller,negative,personal,2011,Donald Trump with better hair,http://genius.com/Freeway-pa-lyrics,1592,,,2011,"['Donald', 'Trump', 'with', 'better', 'hair']"
217,Donald Trump,Is It Love,Kendrick Lamar,positive,money,2009,"Give me fame and fortune, me and Trump on golf courses",http://genius.com/Kendrick-lamar-is-it-love-lyrics,74679,12/31/09,TRUE,2009,"['Give', 'me', 'fame', 'and', 'fortune', 'me', 'and', 'Trump', 'on', 'golf', 'courses']"
218,Donald Trump,Another One,Rock,neutral,,2011,"I own them, fuck a Donald Trump, I'm 'Donald Dump' I got realty",http://genius.com/Random-axe-another-one-lyrics,834,,,2011,"['I', 'own', 'them', 'fuck', 'a', 'Donald', 'Trump', ""I'm"", ""'Donald"", ""Dump'"", 'I', 'got', 'realty']"
219,Donald Trump,Reputations on the Line,Kevin Gates,positive,money,2011,"Money right, my feelings ice, I'm Donald Trump when it's precise",http://genius.com/Kevin-gates-reputations-on-the-line-lyrics,5412,12/20/11,TRUE,2011,"['Money', 'right', 'my', 'feelings', 'ice', ""I'm"", 'Donald', 'Trump', 'when', ""it's"", 'precise']"
220,Donald Trump,Best Days of Lives,Donnis,neutral,,2011,"I'm a Mac bitch, I stay on my Donald Trump shit",http://genius.com/Xv-best-days-of-lives-lyrics,2710,,,2011,"[""I'm"", 'a', 'Mac', 'bitch', 'I', 'stay', 'on', 'my', 'Donald', 'Trump', 'shit']"
221,Donald Trump,Paid,Kid Rock,positive,money,1996,I'll still be in the house getting paid like Trump,http://genius.com/Kid-rock-paid-lyrics,1208,1/9/96,TRUE,1996,"[""I'll"", 'still', 'be', 'in', 'the', 'house', 'getting', 'paid', 'like', 'Trump']"
222,Donald Trump,Lights,Frank Ocean,neutral,money,2011,Donald Trump said buy an apartment wit her,http://genius.com/Frank-ocean-lights-lyrics,2903,4/7/11,TRUE,2011,"['Donald', 'Trump', 'said', 'buy', 'an', 'apartment', 'wit', 'her']"
223,Donald Trump,Tower Heist,Nas,positive,hotel,2011,"This a tower heist, even Donald Trump can get it",http://genius.com/Nas-tower-heist-lyrics,4692,10/11/11,TRUE,2011,"['This', 'a', 'tower', 'heist', 'even', 'Donald', 'Trump', 'can', 'get', 'it']"
224,Donald Trump,Once Upon a Time,King Sun,positive,money,1994,Today I'm livin large as if my last name was Trump,http://genius.com/King-sun-once-upon-a-time-lyrics,1173,,,1994,"['Today', ""I'm"", 'livin', 'large', 'as', 'if', 'my', 'last', 'name', 'was', 'Trump']"
225,Donald Trump,On the Real,Nas,positive,hotel,2011,"Up in the Trump Plaza, Suite 3010",http://genius.com/Nas-on-the-real-lyrics,12404,3/30/04,FALSE,2004,"['Up', 'in', 'the', 'Trump', 'Plaza', 'Suite', '3010']"
226,Donald Trump,Thug Chronicles,Kool G. Rap,positive,money,2002,Collect Trump papers with pumps and gauges,http://genius.com/Kool-g-rap-thug-chronicles-lyrics,545,,,2002,"['Collect', 'Trump', 'papers', 'with', 'pumps', 'and', 'gauges']"
227,Donald Trump,K.O.T.T.O.N.M.O.U.T.H.,Kottonmouth Kings,neutral,The Apprentice,2008,I'm like the Donald Trump of drinking and homie your fired,http://genius.com/Kottonmouth-kings-kottonmouth-lyrics,532,,,2008,"[""I'm"", 'like', 'the', 'Donald', 'Trump', 'of', 'drinking', 'and', 'homie', 'your', 'fired']"
228,Donald Trump,Your World & My World,Raekwon,positive,hotel,2011,"Wild fight, customized dice, get nice in the Trump Tower",http://genius.com/Raekwon-your-world-and-my-world-lyrics,239,3/7/11,TRUE,2011,"['Wild', 'fight', 'customized', 'dice', 'get', 'nice', 'in', 'the', 'Trump', 'Tower']"
229,Donald Trump,You Know What,Tinie Tempah,neutral,The Apprentice,2011,"Donald Trump profit, take an apprenticeship",http://genius.com/Tinie-tempah-you-know-what-lyrics,1317,,,2011,"['Donald', 'Trump', 'profit', 'take', 'an', 'apprenticeship']"
230,Donald Trump,Elimination Chamber,Action Bronson,positive,hotel,2012,"Backflip in a jacuzzi, forty floors inside the Trump",http://genius.com/Domo-genesis-and-alchemist-elimination-chamber-lyrics,91098,7/16/12,TRUE,2012,"['Backflip', 'in', 'a', 'jacuzzi', 'forty', 'floors', 'inside', 'the', 'Trump']"
231,Donald Trump,Help Me,Deuce,neutral,money,2012,Motherfucker I ain't got no love for some fake ass wannabe Donald Trump!,http://genius.com/Deuce-help-me-lyrics,4566,4/3/12,TRUE,2012,"['Motherfucker', 'I', ""ain't"", 'got', 'no', 'love', 'for', 'some', 'fake', 'ass', 'wannabe', 'Donald', 'Trump!']"
232,Donald Trump,Flex 36,Lil B,positive,,2013,"Stephen Curry Basedgod, Donald Trump Basedgod",http://genius.com/Lil-b-flex-36-lyrics,15196,2/3/13,TRUE,2013,"['Stephen', 'Curry', 'Basedgod', 'Donald', 'Trump', 'Basedgod']"
233,Donald Trump,Jet Life (Remix),Jeezy,positive,hotel,2012,Trump Towers I'm sky high,http://genius.com/Curren-y-jet-life-remix-lyrics,5233,,,2012,"['Trump', 'Towers', ""I'm"", 'sky', 'high']"
234,Donald Trump,What's Up Wit Dat,Lil Wayne,positive,money,2000,Next time you see me I'll have money like Donald Trump,http://genius.com/Juvenile-whats-up-wit-dat-lyrics,464,,,2000,"['Next', 'time', 'you', 'see', 'me', ""I'll"", 'have', 'money', 'like', 'Donald', 'Trump']"
235,Donald Trump,Get Down,Lil Wayne,positive,money,2004,I gotta hold up my estate like Donald Trump,http://genius.com/Lil-wayne-get-down-lyrics,21812,6/29/04,TRUE,2004,"['I', 'gotta', 'hold', 'up', 'my', 'estate', 'like', 'Donald', 'Trump']"
236,Donald Trump,Ice Cream,Lil Wayne,positive,money,2009,"I was in the trenches, now I'm in the Trump",http://genius.com/Lil-wayne-ice-cream-lyrics,84165,10/31/09,TRUE,2009,"['I', 'was', 'in', 'the', 'trenches', 'now', ""I'm"", 'in', 'the', 'Trump']"
237,Donald Trump,Racks,Lil Wayne,positive,money,2011,Get money like Donald Trump,http://genius.com/Lil-wayne-racks-on-racks-lyrics,107707,7/13/11,TRUE,2011,"['Get', 'money', 'like', 'Donald', 'Trump']"
238,Donald Trump,Ball,Lil Wayne,neutral,The Apprentice,2012,I'ma fire my blunt like Donald Trump,http://genius.com/Ti-ball-lyrics,180748,10/16/12,TRUE,2012,"[""I'ma"", 'fire', 'my', 'blunt', 'like', 'Donald', 'Trump']"
239,Donald Trump,Lil Snupe Meek Mill Freestyle Part 2,Lil' Snupe,positive,money,2013,And show her how I get it like I'm Donald Trump,http://genius.com/Lil-snupe-lil-snupe-meek-mill-freestyle-part-2-lyrics,34852,5/20/13,TRUE,2013,"['And', 'show', 'her', 'how', 'I', 'get', 'it', 'like', ""I'm"", 'Donald', 'Trump']"
240,Donald Trump,Comin' for Ya Head,Raekwon,positive,hotel,2012,"We chilling in the Trump Towers, onions and soul",http://genius.com/Wu-block-comin-for-ya-head-lyrics,1942,,,2012,"['We', 'chilling', 'in', 'the', 'Trump', 'Towers', 'onions', 'and', 'soul']"
241,Donald Trump,Blame the Label (Ghida Fakhry),The Narcicyst,neutral,personal,2012,We're brushing up over here (hair) like Donald Trump,http://genius.com/The-narcicyst-blame-the-label-ghida-fakhry-lyrics,824,,,2012,"[""We're"", 'brushing', 'up', 'over', 'here', '(hair)', 'like', 'Donald', 'Trump']"
242,Donald Trump,Perfume,Aasim,positive,hotel,2013,"Four Seasons or the Trump, come have a sleep over",http://genius.com/Aasim-perfume-lyrics,820,,,2013,"['Four', 'Seasons', 'or', 'the', 'Trump', 'come', 'have', 'a', 'sleep', 'over']"
243,Donald Trump,Hip Hop Quotables,Ludacris,positive,money,2003,"I buy cars with straight cash, have meetings with Donald Trump",http://genius.com/Ludacris-hip-hop-quotables-lyrics,44026,10/7/03,TRUE,2003,"['I', 'buy', 'cars', 'with', 'straight', 'cash', 'have', 'meetings', 'with', 'Donald', 'Trump']"
244,Donald Trump,Raiders Cap,Demigodz,negative,personal,2013,Blow your wig to the side like hair on Donald Trump,http://genius.com/Demigodz-raiders-cap-lyrics,10469,3/5/13,TRUE,2013,"['Blow', 'your', 'wig', 'to', 'the', 'side', 'like', 'hair', 'on', 'Donald', 'Trump']"
245,Donald Trump,Donald Trump,Mac Miller,positive,money,2011,"Take over the world when I'm on my Donald Trump shit / Look at all this money, ain't that some shit",http://genius.com/Mac-miller-donald-trump-lyrics,361812,2/8/11,TRUE,2011,"['Take', 'over', 'the', 'world', 'when', ""I'm"", 'on', 'my', 'Donald', 'Trump', 'shit', '/', 'Look', 'at', 'all', 'this', 'money', ""ain't"", 'that', 'some', 'shit']"
246,Donald Trump,Thoughts From a Balcony,Mac Miller,positive,money,2012,"My khaki's filled with cheese, my homie Sap is on the beat like it was ""Donald Trump,"" a fucking hit but I just call it luck",http://genius.com/Mac-miller-thoughts-from-a-balcony-lyrics,231916,3/23/12,TRUE,2012,"['My', ""khaki's"", 'filled', 'with', 'cheese', 'my', 'homie', 'Sap', 'is', 'on', 'the', 'beat', 'like', 'it', 'was', '""Donald', 'Trump""', 'a', 'fucking', 'hit', 'but', 'I', 'just', 'call', 'it', 'luck']"
247,Donald Trump,Dis Ain't What You Want (Remix),French Montana,negative,,2013,"You can hate, don't frown, my n---- / With Donald Trump in the trunk, my n----",http://genius.com/Lil-durk-dis-aint-what-you-want-remix-lyrics,24061,11/27/13,TRUE,2013,"['You', 'can', 'hate', ""don't"", 'frown', 'my', 'n----', '/', 'With', 'Donald', 'Trump', 'in', 'the', 'trunk', 'my', 'n----']"
248,Donald Trump,Don't Drop That,Futuristic,neutral,The Apprentice,2013,Not even Donald Trump would fire Zach,http://genius.com/Futuristic-dont-drop-that-lyrics,693,,,2013,"['Not', 'even', 'Donald', 'Trump', 'would', 'fire', 'Zach']"
249,Donald Trump,211,Master P,positive,money,1994,Put more cash in my pockets than Donald Trump,http://genius.com/Master-p-211-lyrics,344,5/24/94,TRUE,1994,"['Put', 'more', 'cash', 'in', 'my', 'pockets', 'than', 'Donald', 'Trump']"
250,Donald Trump,Morphine,Gorilla Warfare Tactics,positive,hotel,2013,Like Iï¿_m Trump and yelling out on the tower top of the Taj,http://genius.com/Gorilla-warfare-tactics-morphine-lyrics,186,,,2013,"['Like', 'Iï¿_m', 'Trump', 'and', 'yelling', 'out', 'on', 'the', 'tower', 'top', 'of', 'the', 'Taj']"
251,Donald Trump,Off the Corner,Meek Mill,positive,money,2014,Going Donald Trump numbers on the corner,http://genius.com/Meek-mill-off-the-corner-lyrics,119213,4/25/14,TRUE,2014,"['Going', 'Donald', 'Trump', 'numbers', 'on', 'the', 'corner']"
252,Donald Trump,Since Day 1,Migos,positive,money,2013,"I got the white man money, call me Donald Trump",http://genius.com/Migos-since-day-1-lyrics,3554,8/3/13,TRUE,2013,"['I', 'got', 'the', 'white', 'man', 'money', 'call', 'me', 'Donald', 'Trump']"
253,Donald Trump,Giv No Fuks,Migos,positive,,2014,"Wake up in the morning, up like Donald Trump",http://genius.com/Jeremih-giv-no-fuks-lyrics,24220,12/4/15,FALSE,2015,"['Wake', 'up', 'in', 'the', 'morning', 'up', 'like', 'Donald', 'Trump']"
254,Donald Trump,"Dag, Philly Too",Homeboy Sandman,neutral,,2013,"Before a Trump, the billionaire punks was the pattern",http://genius.com/Homeboy-sandman-dag-philly-too-lyrics,367,,,2013,"['Before', 'a', 'Trump', 'the', 'billionaire', 'punks', 'was', 'the', 'pattern']"
255,Donald Trump,Neighborhood Scientists,Migos,positive,money,2015,Living life like Donald Trump,http://genius.com/Migos-neighborhood-scientists-lyrics,4958,9/17/15,TRUE,2015,"['Living', 'life', 'like', 'Donald', 'Trump']"
256,Donald Trump,Bars,Migos,positive,money,2016,Billionaire looking my way Iï¿_Ûªm on pace / Feeling like Donald Trump back in the day,http://genius.com/Migos-bars-lyrics,54564,1/18/16,TRUE,2016,"['Billionaire', 'looking', 'my', 'way', 'Iï¿_Ûªm', 'on', 'pace', '/', 'Feeling', 'like', 'Donald', 'Trump', 'back', 'in', 'the', 'day']"
257,Donald Trump,Minority Report,KXNG Crooked,positive,hotel,2013,"Iï¿_m in the Trump and the National out in Sunny Isles, Miami",http://genius.com/Crooked-i-minority-report-lyrics,199,2/21/13,TRUE,2013,"['Iï¿_m', 'in', 'the', 'Trump', 'and', 'the', 'National', 'out', 'in', 'Sunny', 'Isles', 'Miami']"
258,Donald Trump,Red Dot Music,Loaded Lux,neutral,money,2013,I'm gon' rob this chump / On a party on Fifth Ave like he Donald Trump,http://genius.com/Mac-miller-red-dot-music-lyrics,333887,6/18/13,TRUE,2013,"[""I'm"", ""gon'"", 'rob', 'this', 'chump', '/', 'On', 'a', 'party', 'on', 'Fifth', 'Ave', 'like', 'he', 'Donald', 'Trump']"
259,Donald Trump,Break My Wrist,PeeWee Longway,neutral,The Apprentice,2013,"I'm Donald Trump, you think I won't fire my bitch",http://genius.com/Peewee-longway-break-my-wrist-lyrics,11070,12/15/13,TRUE,2013,"[""I'm"", 'Donald', 'Trump', 'you', 'think', 'I', ""won't"", 'fire', 'my', 'bitch']"
260,Donald Trump,Money Is My Bitch,Nas,positive,personal,1999,The best couple they seen since Trump and Marla Maple,http://genius.com/Nas-money-is-my-bitch-lyrics,13540,4/6/99,TRUE,1999,"['The', 'best', 'couple', 'they', 'seen', 'since', 'Trump', 'and', 'Marla', 'Maple']"
261,Donald Trump,Karate Chop (Freestyle),Shaquille O'Neal,neutral,money,2013,"You ain't got enough, better get a loan from Mr. Bill Gates / And Donald Trump, and Carlos Slim",http://genius.com/Shaquille-oneal-karate-chop-freestyle-lyrics,646,,,2013,"['You', ""ain't"", 'got', 'enough', 'better', 'get', 'a', 'loan', 'from', 'Mr.', 'Bill', 'Gates', '/', 'And', 'Donald', 'Trump', 'and', 'Carlos', 'Slim']"
262,Donald Trump,The People's Douche,Spose,neutral,money,2013,Donald Trump just asked me for spare change,http://genius.com/Spose-the-peoples-douche-lyrics,4931,6/10/13,TRUE,2013,"['Donald', 'Trump', 'just', 'asked', 'me', 'for', 'spare', 'change']"
263,Donald Trump,Make the World Go Round,Nas,positive,hotel,2008,Get the whole Trump Tower top floor for the hood,http://genius.com/Nas-make-the-world-go-round-lyrics,18499,7/15/08,TRUE,2008,"['Get', 'the', 'whole', 'Trump', 'Tower', 'top', 'floor', 'for', 'the', 'hood']"
264,Donald Trump,I Shoulda Tried Harder,Wax,neutral,,2013,But Donald Trump I ain't talking to you,http://genius.com/Wax-i-shoulda-tried-harder-lyrics,9137,,,2013,"['But', 'Donald', 'Trump', 'I', ""ain't"", 'talking', 'to', 'you']"
265,Donald Trump,Break My Wrist,Young Thug,neutral,The Apprentice,2013,I'm Donald Trump I just fire my bitch,http://genius.com/Peewee-longway-break-my-wrist-lyrics,11070,12/15/13,TRUE,2013,"[""I'm"", 'Donald', 'Trump', 'I', 'just', 'fire', 'my', 'bitch']"
266,Donald Trump,Loco-Motive,Nas,positive,money,2012,"Like Trump being up down up, play with cash",http://genius.com/Nas-loco-motive-lyrics,101271,7/2/12,TRUE,2012,"['Like', 'Trump', 'being', 'up', 'down', 'up', 'play', 'with', 'cash']"
267,Donald Trump,Loaded,Young Thug,neutral,,2013,(Uh!) Plottin' on Donald Trump (woo! woo!),http://genius.com/Young-thug-loaded-lyrics,54679,12/25/13,TRUE,2013,"['(Uh!)', ""Plottin'"", 'on', 'Donald', 'Trump', '(woo!', 'woo!)']"
